/Users/tigran/workspace/dwg_parser/codes/parser.py:397: SyntaxWarning: invalid escape sequence '\P'
  * MTEXT None layer=0 text='B17 ' ins=(279.6706936628873, 804.3883118345288, 0.0) img_pos=(870.4413813876411, 2741.8942027615294)
elem: name=Schaltkreis_A01KT1XCXE layer=ADE_ET_BEL_Decke-TXT text= ins=(279.6706936628873, 783.336312046074, 0.0) matrix=(-1276.9536650180128, -1402.2341647250728)
  * MTEXT None layer=0 text='B17 ' ins=(279.6706936628873, 784.7763120315699, 0.0) img_pos=(870.4413813876045, 2857.5312053609723)
elem: name=Einspeisestück_A01KT1XDXE layer=ADE_ET_BEL_Lichtschiene-Anschluss text= ins=(282.7670439744959, 762.8540857158382, 0.0) matrix=(-1276.9536650180128, -1402.2341647250728)
elem: name=Schaltkreis_A01KT1XEXE layer=ADE_ET_BEL_Lichtschiene-Anschluss-TXT text= ins=(265.2546521508821, 759.0083257545725, 0.0) matrix=(-1276.9536650180128, -1402.2341647250728)
  * MTEXT None layer=0 text='Lichtband 51-0.03 ' ins=(265.25465215088207, 760.4483257400689, 0.0) img_pos=(785.4468033064272, 3000.909417235328)
elem: name=Schaltkreis_A01KT1XFXE layer=ADE_ET_BEL_Lichtschiene-Anschluss-TXT text= ins=(274.1603460611834, 757.408325770688, 0.0) matrix=(-1276.9536650180123, -1402.2341647250728)
  * MTEXT None layer=0 text='03F01 ' ins=(274.1603460611834, 758.8483257561843, 0.0) img_pos=(837.9532903192023, 3010.383777105777)
elem: name=Schaltkreis_A01KT1XGXE layer=ADE_ET_BEL_Lichtschiene-Anschluss-TXT text= ins=(272.4316940785945, 755.8112057867747, 0.0) matrix=(-1276.9536650180123, -1402.2341647250732)
  * MTEXT None layer=0 text='4,2 m ' ins=(272.43169407859455, 757.2512057722706, 0.0) img_pos=(827.7614463385269, 3019.79293724585)
elem: name=Lichtschiene Tecton WS_A01KT1XHXE layer=ADE_ET_BEL_Lichtschiene text= ins=(282.8070439740927, 763.1340857130181, 0.0) matrix=(-1276.953665018013, -1402.2341647250728)
elem: name=Lichtschiene Tecton WS_A01KT1XIXE layer=ADE_ET_BEL_Lichtschiene text= ins=(282.8063192918828, 869.0410019669621, 0.0) matrix=(-1276.9536650180125, -1402.2341647250723)
elem: name=Einspeisestück_A01KT1XJXE layer=ADE_ET_BEL_Lichtschiene-Anschluss text= ins=(282.7663192922857, 871.513001942064, 0.0) matrix=(-1276.9536650180125, -1402.2341647250723)
elem: name=Schaltkreis_A01KT1XKXE layer=ADE_ET_BEL_Lichtschiene-Anschluss-TXT text= ins=(277.4385337059477, 882.8673099877028, 0.0) matrix=(-1276.9536650180123, -1402.2341647250723)
  * MTEXT None layer=0 text='Lichtband 51.0.17 ' ins=(277.43853370594775, 884.3073099731987, 0.0) img_pos=(857.2809383083438, 2270.6627126595195)
elem: name=Schaltkreis_A01KT1XLXE layer=ADE_ET_BEL_Lichtschiene-Anschluss-TXT text= ins=(282.2600886573846, 881.2673100038178, 0.0) matrix=(-1276.9536650180125, -1402.2341647250723)
  * MTEXT None layer=0 text='03F01 ' ins=(282.2600886573846, 882.7073099893141, 0.0) img_pos=(885.7080227094989, 2280.1185541056284)
elem: name=Schaltkreis_A01KT1XMXE layer=ADE_ET_BEL_Lichtschiene-Anschluss-TXT text= ins=(282.1957626580324, 879.9553100170324, 0.0) matrix=(-1276.9536650180123, -1402.2341647250723)
  * MTEXT None layer=0 text='4,2 m ' ins=(282.19576265803244, 881.3953100025287, 0.0) img_pos=(885.3287673383163, 2287.8541255515283)
elem: name=Schaltkreis_A01KT1ZYXE layer=ADE_ET_BEL_Decke-TXT text= ins=(261.1904215158331, 772.8275487320029, 0.0) matrix=(-1276.9536650180128, -1402.2341647250728)
  * MTEXT None layer=0 text='B2 ' ins=(261.1904215158331, 774.2675487174993, 0.0) img_pos=(761.4847768539953, 2919.409572629841)
elem: name=Lichtschiene Tecton WS_A01KT20ZXE layer=ADE_ET_BEL_Lichtschiene text= ins=(312.8067009303809, 917.0410014835029, 0.0) matrix=(-1276.9536650180123, -1402.2341647250719)
elem: name=Lichtschiene Tecton WS_A01KT210XE layer=ADE_ET_BEL_Lichtschiene text= ins=(294.40631918128, 917.0410014835029, 0.0) matrix=(-1276.953665018012, -1402.2341647250719)
elem: name=Lichtschiene Tecton WS_A01KT211XE layer=ADE_ET_BEL_Lichtschiene text= ins=(331.2063188106274, 917.0410014835029, 0.0) matrix=(-1276.9536650180123, -1402.2341647250719)
elem: name=Schaltkreis_A01KT213XE layer=ADE_ET_BEL_Decke-TXT text= ins=(328.0704581398072, 916.3967780724893, 0.0) matrix=(-1276.9536650180123, -1402.2341647250728)
  * MTEXT None layer=0 text='B17 ' ins=(328.0704581398072, 917.8367780579856, 0.0) img_pos=(1155.79832611614, 2073.1945927702245)
elem: name=Schaltkreis_A01KT215XE layer=ADE_ET_BEL_Decke-TXT text= ins=(309.670712961967, 916.3967780724893, 0.0) matrix=(-1276.9536650180123, -1402.2341647250728)
  * MTEXT None layer=0 text='B17 ' ins=(309.67071296196696, 917.8367780579856, 0.0) img_pos=(1047.3164951718736, 2073.1111640983827)
elem: name=Schaltkreis_A01KT217XE layer=ADE_ET_BEL_Decke-TXT text= ins=(291.2709677841267, 916.3967780724893, 0.0) matrix=(-1276.9536650180128, -1402.2341647250728)
  * MTEXT None layer=0 text='B17 ' ins=(291.2709677841267, 917.8367780579856, 0.0) img_pos=(938.8346642276072, 2073.027735426541)
elem: name=Schaltkreis_A01KT219XE layer=ADE_ET_BEL_Decke-TXT text= ins=(328.0704581398072, 879.9044707434109, 0.0) matrix=(-1276.9536650180123, -1402.2341647250723)
  * MTEXT None layer=0 text='B17 ' ins=(328.0704581398072, 881.3444707289073, 0.0) img_pos=(1155.798326116072, 2288.3618923760314)
elem: name=Schaltkreis_A01KT21BXE layer=ADE_ET_BEL_Decke-TXT text= ins=(309.670712961967, 879.9044707434109, 0.0) matrix=(-1276.9536650180123, -1402.2341647250723)
  * MTEXT None layer=0 text='B17 ' ins=(309.67071296196696, 881.3444707289073, 0.0) img_pos=(1047.3164951718056, 2288.2784637041896)
elem: name=Schaltkreis_A01KT21DXE layer=ADE_ET_BEL_Decke-TXT text= ins=(291.2709677841267, 879.9044707434109, 0.0) matrix=(-1276.9536650180128, -1402.2341647250723)
  * MTEXT None layer=0 text='B17 ' ins=(291.2709677841267, 881.3444707289073, 0.0) img_pos=(938.8346642275392, 2288.1950350323477)
elem: name=Schaltkreis_A01KT21FXE layer=ADE_ET_BEL_Decke-TXT text= ins=(328.0704581398072, 843.4121634143326, 0.0) matrix=(-1276.9536650180123, -1402.2341647250728)
  * MTEXT None layer=0 text='B17 ' ins=(328.0704581398072, 844.8521633998289, 0.0) img_pos=(1155.798326116004, 2503.5291919818383)
elem: name=Schaltkreis_A01KT21HXE layer=ADE_ET_BEL_Decke-TXT text= ins=(309.670712961967, 843.4121634143326, 0.0) matrix=(-1276.9536650180123, -1402.2341647250728)
  * MTEXT None layer=0 text='B17 ' ins=(309.67071296196696, 844.8521633998289, 0.0) img_pos=(1047.3164951717376, 2503.4457633099964)
elem: name=Schaltkreis_A01KT21JXE layer=ADE_ET_BEL_Decke-TXT text= ins=(291.2709677841267, 843.4121634143326, 0.0) matrix=(-1276.9536650180128, -1402.2341647250728)
  * MTEXT None layer=0 text='B17 ' ins=(291.2709677841267, 844.8521633998289, 0.0) img_pos=(938.8346642274712, 2503.3623346381546)
elem: name=Schaltkreis_A01KT21LXE layer=ADE_ET_BEL_Decke-TXT text= ins=(328.0704581398072, 809.3198560610813, 0.0) matrix=(-1276.9536650180123, -1402.2341647250723)
  * MTEXT None layer=0 text='B17 ' ins=(328.0704581398072, 810.7598560465776, 0.0) img_pos=(1155.7983261159407, 2704.5455224752814)
elem: name=Schaltkreis_A01KT21NXE layer=ADE_ET_BEL_Decke-TXT text= ins=(309.670712961967, 809.3198560610813, 0.0) matrix=(-1276.9536650180123, -1402.2341647250723)
  * MTEXT None layer=0 text='B17 ' ins=(309.67071296196696, 810.7598560465776, 0.0) img_pos=(1047.3164951716742, 2704.4620938034395)
elem: name=Schaltkreis_A01KT21PXE layer=ADE_ET_BEL_Decke-TXT text= ins=(291.2709677841267, 809.3198560610813, 0.0) matrix=(-1276.9536650180128, -1402.2341647250723)
  * MTEXT None layer=0 text='B17 ' ins=(291.2709677841267, 810.7598560465776, 0.0) img_pos=(938.8346642274078, 2704.3786651315977)
elem: name=Schaltkreis_A01KT21RXE layer=ADE_ET_BEL_Decke-TXT text= ins=(328.0704581398072, 772.8275487320029, 0.0) matrix=(-1276.9536650180123, -1402.2341647250728)
  * MTEXT None layer=0 text='B17 ' ins=(328.0704581398072, 774.2675487174993, 0.0) img_pos=(1155.7983261158727, 2919.7128220810882)
elem: name=Schaltkreis_A01KT21TXE layer=ADE_ET_BEL_Decke-TXT text= ins=(309.670712961967, 772.8275487320029, 0.0) matrix=(-1276.9536650180123, -1402.2341647250728)
  * MTEXT None layer=0 text='B17 ' ins=(309.67071296196696, 774.2675487174993, 0.0) img_pos=(1047.3164951716062, 2919.6293934092464)
elem: name=Schaltkreis_A01KT21VXE layer=ADE_ET_BEL_Decke-TXT text= ins=(291.2709677841267, 772.8275487320029, 0.0) matrix=(-1276.9536650180128, -1402.2341647250728)
  * MTEXT None layer=0 text='B17 ' ins=(291.2709677841267, 774.2675487174993, 0.0) img_pos=(938.8346642273398, 2919.5459647374046)
elem: name=Schaltkreis_A01KT21XXE layer=ADE_ET_BEL_Decke-TXT text= ins=(328.0704581398072, 736.3352414029246, 0.0) matrix=(-1276.9536650180123, -1402.2341647250732)
  * MTEXT None layer=0 text='B17 ' ins=(328.0704581398072, 737.7752413884209, 0.0) img_pos=(1155.7983261158047, 3134.880121686895)
elem: name=Schaltkreis_A01KT21ZXE layer=ADE_ET_BEL_Decke-TXT text= ins=(309.670712961967, 736.3352414029246, 0.0) matrix=(-1276.9536650180123, -1402.2341647250732)
  * MTEXT None layer=0 text='B17 ' ins=(309.67071296196696, 737.7752413884209, 0.0) img_pos=(1047.3164951715382, 3134.7966930150533)
elem: name=Schaltkreis_A01KT221XE layer=ADE_ET_BEL_Decke-TXT text= ins=(291.2709677841267, 736.3352414029246, 0.0) matrix=(-1276.9536650180128, -1402.2341647250732)
  * MTEXT None layer=0 text='B17 ' ins=(291.2709677841267, 737.7752413884209, 0.0) img_pos=(938.8346642272718, 3134.7132643432114)
elem: name=Schaltkreis_A01KT223XE layer=ADE_ET_BEL_Decke-TXT text= ins=(328.0704581398072, 699.8429340738462, 0.0) matrix=(-1276.9536650180123, -1402.2341647250728)
  * MTEXT None layer=0 text='B17 ' ins=(328.0704581398072, 701.2829340593426, 0.0) img_pos=(1155.7983261157367, 3350.047421292703)
elem: name=Schaltkreis_A01KT225XE layer=ADE_ET_BEL_Decke-TXT text= ins=(309.670712961967, 699.8429340738462, 0.0) matrix=(-1276.9536650180123, -1402.2341647250728)
  * MTEXT None layer=0 text='B17 ' ins=(309.67071296196696, 701.2829340593426, 0.0) img_pos=(1047.3164951714703, 3349.963992620861)
elem: name=Schaltkreis_A01KT227XE layer=ADE_ET_BEL_Decke-TXT text= ins=(291.2709677841267, 699.8429340738462, 0.0) matrix=(-1276.9536650180128, -1402.2341647250728)
  * MTEXT None layer=0 text='B17 ' ins=(291.2709677841267, 701.2829340593426, 0.0) img_pos=(938.8346642272038, 3349.8805639490192)
elem: name=Schaltkreis_A01KT229XE layer=ADE_ET_BEL_Decke-TXT text= ins=(328.0704581398072, 663.3506267447679, 0.0) matrix=(-1276.9536650180123, -1402.2341647250732)
  * MTEXT None layer=0 text='B17 ' ins=(328.0704581398072, 664.7906267302642, 0.0) img_pos=(1155.798326115669, 3565.2147208985093)
elem: name=Schaltkreis_A01KT22BXE layer=ADE_ET_BEL_Decke-TXT text= ins=(309.670712961967, 663.3506267447679, 0.0) matrix=(-1276.9536650180123, -1402.2341647250732)
  * MTEXT None layer=0 text='B17 ' ins=(309.67071296196696, 664.7906267302642, 0.0) img_pos=(1047.3164951714025, 3565.1312922266675)
elem: name=Schaltkreis_A01KT22DXE layer=ADE_ET_BEL_Decke-TXT text= ins=(291.2709677841267, 663.3506267447679, 0.0) matrix=(-1276.9536650180128, -1402.2341647250732)
  * MTEXT None layer=0 text='B17 ' ins=(291.2709677841267, 664.7906267302642, 0.0) img_pos=(938.834664227136, 3565.047863554826)
elem: name=Schaltkreis_A01KT22FXE layer=ADE_ET_BEL_Decke-TXT text= ins=(328.0704581398072, 626.8583194156895, 0.0) matrix=(-1276.9536650180123, -1402.234164725073)
  * MTEXT None layer=0 text='B17 ' ins=(328.0704581398072, 628.2983194011856, 0.0) img_pos=(1155.798326115601, 3780.382020504318)
elem: name=Schaltkreis_A01KT22HXE layer=ADE_ET_BEL_Decke-TXT text= ins=(309.670712961967, 626.8583194156895, 0.0) matrix=(-1276.9536650180123, -1402.234164725073)
  * MTEXT None layer=0 text='B17 ' ins=(309.67071296196696, 628.2983194011856, 0.0) img_pos=(1047.3164951713345, 3780.298591832476)
elem: name=Schaltkreis_A01KT22JXE layer=ADE_ET_BEL_Decke-TXT text= ins=(291.2709677841267, 626.8583194156895, 0.0) matrix=(-1276.9536650180128, -1402.234164725073)
  * MTEXT None layer=0 text='B17 ' ins=(291.2709677841267, 628.2983194011856, 0.0) img_pos=(938.8346642270681, 3780.215163160635)
elem: name=Schaltkreis_A01KT22LXE layer=ADE_ET_BEL_Decke-TXT text= ins=(328.0704581398072, 590.3660120866109, 0.0) matrix=(-1276.9536650180123, -1402.2341647250735)
  * MTEXT None layer=0 text='B17 ' ins=(328.0704581398072, 591.806012072107, 0.0) img_pos=(1155.798326115533, 3995.5493201101262)
elem: name=Schaltkreis_A01KT22NXE layer=ADE_ET_BEL_Decke-TXT text= ins=(309.670712961967, 590.3660120866109, 0.0) matrix=(-1276.9536650180123, -1402.2341647250735)
  * MTEXT None layer=0 text='B17 ' ins=(309.67071296196696, 591.806012072107, 0.0) img_pos=(1047.3164951712665, 3995.4658914382844)
elem: name=Schaltkreis_A01KT22PXE layer=ADE_ET_BEL_Decke-TXT text= ins=(291.2709677841267, 590.3660120866109, 0.0) matrix=(-1276.9536650180128, -1402.2341647250735)
  * MTEXT None layer=0 text='B17 ' ins=(291.2709677841267, 591.806012072107, 0.0) img_pos=(938.8346642270001, 3995.382462766443)
elem: name=Schaltkreis_A01KT22RXE layer=ADE_ET_BEL_Decke-TXT text= ins=(328.0704581398072, 553.8737047575326, 0.0) matrix=(-1276.9536650180123, -1402.234164725073)
  * MTEXT None layer=0 text='B17 ' ins=(328.0704581398072, 555.3137047430289, 0.0) img_pos=(1155.798326115465, 4210.716619715932)
elem: name=Schaltkreis_A01KT22TXE layer=ADE_ET_BEL_Decke-TXT text= ins=(309.670712961967, 553.8737047575326, 0.0) matrix=(-1276.9536650180123, -1402.234164725073)
  * MTEXT None layer=0 text='B17 ' ins=(309.67071296196696, 555.3137047430289, 0.0) img_pos=(1047.3164951711985, 4210.63319104409)
elem: name=Schaltkreis_A01KT22VXE layer=ADE_ET_BEL_Decke-TXT text= ins=(291.2709677841267, 553.8737047575326, 0.0) matrix=(-1276.9536650180128, -1402.234164725073)
  * MTEXT None layer=0 text='B17 ' ins=(291.2709677841267, 555.3137047430289, 0.0) img_pos=(938.8346642269321, 4210.5497623722495)
elem: name=Schaltkreis_A01KT22XXE layer=ADE_ET_BEL_Decke-TXT text= ins=(328.0704581398072, 517.3813974284542, 0.0) matrix=(-1276.9536650180123, -1402.2341647250735)
  * MTEXT None layer=0 text='B17 ' ins=(328.0704581398072, 518.8213974139505, 0.0) img_pos=(1155.798326115397, 4425.883919321739)
elem: name=Schaltkreis_A01KT22ZXE layer=ADE_ET_BEL_Decke-TXT text= ins=(309.670712961967, 517.3813974284542, 0.0) matrix=(-1276.9536650180123, -1402.2341647250735)
  * MTEXT None layer=0 text='B17 ' ins=(309.67071296196696, 518.8213974139505, 0.0) img_pos=(1047.3164951711306, 4425.800490649897)
elem: name=Schaltkreis_A01KT231XE layer=ADE_ET_BEL_Decke-TXT text= ins=(291.2709677841267, 517.3813974284542, 0.0) matrix=(-1276.9536650180128, -1402.2341647250735)
  * MTEXT None layer=0 text='B17 ' ins=(291.2709677841267, 518.8213974139505, 0.0) img_pos=(938.8346642268641, 4425.717061978056)
elem: name=Schaltkreis_A01KT233XE layer=ADE_ET_BEL_Decke-TXT text= ins=(328.0704581398072, 480.8890900993758, 0.0) matrix=(-1276.9536650180123, -1402.234164725073)
  * MTEXT None layer=0 text='B17 ' ins=(328.0704581398072, 482.3290900848722, 0.0) img_pos=(1155.7983261153292, 4641.051218927547)
elem: name=Schaltkreis_A01KT235XE layer=ADE_ET_BEL_Decke-TXT text= ins=(309.670712961967, 480.8890900993758, 0.0) matrix=(-1276.9536650180123, -1402.234164725073)
  * MTEXT None layer=0 text='B17 ' ins=(309.67071296196696, 482.3290900848722, 0.0) img_pos=(1047.3164951710628, 4640.967790255705)
elem: name=Schaltkreis_A01KT237XE layer=ADE_ET_BEL_Decke-TXT text= ins=(291.2709677841267, 480.8890900993758, 0.0) matrix=(-1276.9536650180128, -1402.234164725073)
  * MTEXT None layer=0 text='B17 ' ins=(291.2709677841267, 482.3290900848722, 0.0) img_pos=(938.8346642267963, 4640.884361583863)
elem: name=Schaltkreis_A01KT239XE layer=ADE_ET_BEL_Decke-TXT text= ins=(261.1904215158331, 966.551188810658, 0.0) matrix=(-1276.9536650180128, -1402.2341647250723)
  * MTEXT None layer=0 text='B2 ' ins=(261.1904215158331, 967.9911887961539, 0.0) img_pos=(761.4847768543559, 1777.1690415051635)
elem: name=Schaltkreis_A01KT23BXE layer=ADE_ET_BEL_Decke-TXT text= ins=(261.1904215158331, 941.4346557303002, 0.0) matrix=(-1276.9536650180128, -1402.2341647250728)
  * MTEXT None layer=0 text='B2 ' ins=(261.1904215158331, 942.8746557157965, 0.0) img_pos=(761.4847768543093, 1925.2620779258586)
elem: name=Schaltkreis_A01KT23DXE layer=ADE_ET_BEL_Decke-TXT text= ins=(227.5904218542546, 966.551188810658, 0.0) matrix=(-1276.953665018013, -1402.2341647250723)
  * MTEXT None layer=0 text='B2 ' ins=(227.5904218542546, 967.9911887961539, 0.0) img_pos=(563.3847788497849, 1777.0166913873463)
elem: name=Schaltkreis_A01KT23FXE layer=ADE_ET_BEL_Decke-TXT text= ins=(227.5904218542546, 941.4346557303002, 0.0) matrix=(-1276.953665018013, -1402.2341647250728)
  * MTEXT None layer=0 text='B2 ' ins=(227.5904218542546, 942.8746557157965, 0.0) img_pos=(563.3847788497383, 1925.1097278080415)
elem: name=B14_A01KT24MXE layer=ADE_ET_BEL_Wand text= ins=(382.4464891908408, 458.4580766768349, 0.0) matrix=(-1276.953665018012, -1402.2341647250737)
elem: name=Schaltkreis_A01KT24NXE layer=ADE_ET_BEL_Wand-TXT text= ins=(386.6151401488539, 454.7840565780275, 0.0) matrix=(-1276.9536650180119, -1402.2341647250735)
  * MTEXT None layer=0 text='02F01 ' ins=(386.6151401488539, 456.2240565635236, 0.0) img_pos=(1500.9680137933533, 4795.238143448727)
elem: name=Schaltkreis_A01KT24OXE layer=ADE_ET_BEL_Wand-TXT text= ins=(387.4784803801583, 456.7840565578833, 0.0) matrix=(-1276.9536650180119, -1402.2341647250735)
  * MTEXT None layer=0 text='B14 ' ins=(387.4784803801583, 458.22405654337945, 0.0) img_pos=(1506.0581239070848, 4783.4495837713785)
elem: name=S12_A01KT24WXE layer=ADE_ET_SIBE_Wand text= ins=(229.4463198391991, 456.3658165525837, 0.0) matrix=(-1276.9536650180125, -1402.2341647250735)
elem: name=Schaltkreis_A01KT24XXE layer=ADE_ET_SIBE_Wand-TXT text= ins=(225.6644978772899, 452.9258165872313, 0.0) matrix=(-1276.9536650180125, -1402.234164725074)
  * MTEXT None layer=0 text='LPS01-01-07 ' ins=(225.66449787728993, 454.36581657272745, 0.0) img_pos=(552.0298520679833, 4805.46498000027)
elem: name=Schaltkreis_A01KT24YXE layer=ADE_ET_SIBE_Wand-TXT text= ins=(229.6226138374229, 454.5258165711164, 0.0) matrix=(-1276.9536650180123, -1402.2341647250735)
  * MTEXT None layer=0 text='S12 ' ins=(229.62261383742293, 455.9658165566127, 0.0) img_pos=(575.3662440829191, 4796.048947599134)
elem: name=S12_A01KT24ZXE layer=ADE_ET_SIBE_Wand text= ins=(827.646907531434, 413.2455599726484, 0.0) matrix=(-1276.9536650180116, -1402.2341647250737)
elem: name=Schaltkreis_A01KT250XE layer=ADE_ET_SIBE_Wand-TXT text= ins=(824.583495562289, 413.9269999657847, 0.0) matrix=(-1276.9536650180116, -1402.234164725074)
  * MTEXT None layer=0 text='S12 ' ins=(824.583495562289, 415.36699995128106, 0.0) img_pos=(4083.1564425830024, 5038.126889244377)
elem: name=Schaltkreis_A01KT251XE layer=ADE_ET_SIBE_Wand-TXT text= ins=(815.085351657955, 412.5284399798707, 0.0) matrix=(-1276.9536650180116, -1402.2341647250735)
  * MTEXT None layer=0 text='US03-2-02-02 ' ins=(815.085351657955, 413.96843996536677, 0.0) img_pos=(4027.1569691470736, 5046.330063878535)
elem: name=S12_A01KT252XE layer=ADE_ET_SIBE_Wand text= ins=(903.84631450594, 413.2457194745109, 0.0) matrix=(-1276.9536650180107, -1402.2341647250737)
elem: name=Schaltkreis_A01KT253XE layer=ADE_ET_SIBE_Wand-TXT text= ins=(904.0226085041645, 411.4057194930435, 0.0) matrix=(-1276.9536650180112, -1402.2341647250737)
  * MTEXT None layer=0 text='S12 ' ins=(904.0226085041645, 412.84571947853965, 0.0) img_pos=(4551.516212635779, 5053.353152121641)
elem: name=Schaltkreis_A01KT254XE layer=ADE_ET_SIBE_Wand-TXT text= ins=(899.4171735505506, 408.2057195252739, 0.0) matrix=(-1276.9536650180116, -1402.234164725074)
  * MTEXT None layer=0 text='US03-2-02-01 ' ins=(899.4171735505506, 409.64571951077005, 0.0) img_pos=(4524.363335721779, 5072.200228837984)
elem: name=Einspeisestück_A01KT259XE layer=ADE_ET_BEL_Lichtschiene-Anschluss text= ins=(331.1663188110304, 930.7610013453141, 0.0) matrix=(-1276.9536650180123, -1402.2341647250719)
elem: name=Schaltkreis_A01KT25AXE layer=ADE_ET_BEL_Lichtschiene-Anschluss-TXT text= ins=(325.6948962261388, 939.3153094191543, 0.0) matrix=(-1276.9536650180125, -1402.2341647250723)
  * MTEXT None layer=0 text='Lichtband 51.0.20 ' ins=(325.6948962261388, 940.7553094046502, 0.0) img_pos=(1141.7924090001898, 1938.050724570915)
elem: name=Schaltkreis_A01KT25BXE layer=ADE_ET_BEL_Lichtschiene-Anschluss-TXT text= ins=(330.5164511775761, 937.3153094392983, 0.0) matrix=(-1276.953665018012, -1402.2341647250723)
  * MTEXT None layer=0 text='03F02 ' ins=(330.5164511775761, 938.7553094247946, 0.0) img_pos=(1170.2194934013467, 1949.8650608690841)
elem: name=Schaltkreis_A01KT25CXE layer=ADE_ET_BEL_Lichtschiene-Anschluss-TXT text= ins=(330.5957621767768, 935.2033094605708, 0.0) matrix=(-1276.9536650180125, -1402.2341647250719)
  * MTEXT None layer=0 text='4,2 m ' ins=(330.5957621767768, 936.6433094460672, 0.0) img_pos=(1170.6870978341303, 1962.318273302254)
elem: name=Einspeisestück_A01KT25DXE layer=ADE_ET_BEL_Lichtschiene-Anschluss text= ins=(312.7667009307838, 930.7610013453141, 0.0) matrix=(-1276.9536650180123, -1402.2341647250719)
elem: name=Schaltkreis_A01KT25EXE layer=ADE_ET_BEL_Lichtschiene-Anschluss-TXT text= ins=(307.4389153444456, 939.3153094191543, 0.0) matrix=(-1276.9536650180125, -1402.2341647250723)
  * MTEXT None layer=0 text='Lichtband 51.0.19 ' ins=(307.4389153444456, 940.7553094046502, 0.0) img_pos=(1034.15818838529, 1937.967947759421)
elem: name=Schaltkreis_A01KT25FXE layer=ADE_ET_BEL_Lichtschiene-Anschluss-TXT text= ins=(312.2604702958827, 937.3153094392983, 0.0) matrix=(-1276.9536650180123, -1402.2341647250723)
  * MTEXT None layer=0 text='03F01 ' ins=(312.26047029588267, 938.7553094247946, 0.0) img_pos=(1062.5852727864456, 1949.78228405759)
elem: name=Schaltkreis_A01KT25GXE layer=ADE_ET_BEL_Lichtschiene-Anschluss-TXT text= ins=(312.1961442965303, 935.2033094605708, 0.0) matrix=(-1276.9536650180125, -1402.2341647250719)
  * MTEXT None layer=0 text='4,2 m ' ins=(312.1961442965303, 936.6433094460672, 0.0) img_pos=(1062.2060174152602, 1962.2348452076085)
elem: name=Einspeisestück_A01KT25HXE layer=ADE_ET_BEL_Lichtschiene-Anschluss text= ins=(263.5663194919027, 1166.734185150833, 0.0) matrix=(-1276.953665018012, -1402.2341647250712)
elem: name=Schaltkreis_A01KT25IXE layer=ADE_ET_BEL_Lichtschiene-Anschluss-TXT text= ins=(258.0945159070152, 1175.288493224673, 0.0) matrix=(-1276.9536650180128, -1402.2341647250714)
  * MTEXT None layer=0 text='Lichtband 51-0.11 ' ins=(258.0945159070152, 1176.7284932101693, 0.0) img_pos=(743.2318333694363, 546.3903468277804)
elem: name=Schaltkreis_A01KT25JXE layer=ADE_ET_BEL_Lichtschiene-Anschluss-TXT text= ins=(262.9164518584482, 1173.288493244817, 0.0) matrix=(-1276.953665018013, -1402.2341647250719)
  * MTEXT None layer=0 text='03F02 ' ins=(262.9164518584482, 1174.7284932303132, 0.0) img_pos=(771.6611640830679, 558.2046848534928)
elem: name=Schaltkreis_A01KT25KXE layer=ADE_ET_BEL_Lichtschiene-Anschluss-TXT text= ins=(262.9957628576492, 1171.17649326609, 0.0) matrix=(-1276.9536650180123, -1402.234164725071)
  * MTEXT None layer=0 text='4,2 m ' ins=(262.9957628576492, 1172.6164932515862, 0.0) img_pos=(772.1287685158527, 570.657897286661)
elem: name=Lichtschiene Tecton WS_A01KT25LXE layer=ADE_ET_BEL_Lichtschiene text= ins=(263.6063194914998, 1164.262185175731, 0.0) matrix=(-1276.9536650180123, -1402.2341647250712)
elem: name=Lichtschiene Tecton WS_A01KT25MXE layer=ADE_ET_BEL_Lichtschiene text= ins=(230.0063198299215, 1164.262185175731, 0.0) matrix=(-1276.9536650180123, -1402.2341647250712)
elem: name=Einspeisestück_A01KT25NXE layer=ADE_ET_BEL_Lichtschiene-Anschluss text= ins=(229.9663198303242, 1166.734185150833, 0.0) matrix=(-1276.9536650180123, -1402.2341647250712)
elem: name=Schaltkreis_A01KT25OXE layer=ADE_ET_BEL_Lichtschiene-Anschluss-TXT text= ins=(233.960556510094, 1166.011305158113, 0.0) matrix=(-1276.9536650180123, -1402.2341647250728)
  * MTEXT None layer=0 text='Lichtband 51-0.10 ' ins=(233.96055651009397, 1167.4513051436093, 0.0) img_pos=(600.942031091847, 600.9814192036765)
elem: name=Schaltkreis_A01KT25PXE layer=ADE_ET_BEL_Lichtschiene-Anschluss-TXT text= ins=(235.1605564980075, 1163.68842518151, 0.0) matrix=(-1276.9536650180123, -1402.234164725071)
  * MTEXT None layer=0 text='03F01 ' ins=(235.1605564980075, 1165.1284251670063, 0.0) img_pos=(608.0170310205774, 614.6831115841951)
elem: name=Einspeisestück_A01KT25QXE layer=ADE_ET_BEL_Lichtschiene-Anschluss text= ins=(294.3663191816829, 930.7610013453141, 0.0) matrix=(-1276.953665018012, -1402.2341647250719)
elem: name=Schaltkreis_A01KT25RXE layer=ADE_ET_BEL_Lichtschiene-Anschluss-TXT text= ins=(289.0385335953447, 939.3153094191543, 0.0) matrix=(-1276.953665018013, -1402.2341647250723)
  * MTEXT None layer=0 text='Lichtband 51.0.18 ' ins=(289.0385335953447, 940.7553094046502, 0.0) img_pos=(925.6726043229658, 1937.8845162012185)
